SourceLot,Part Type,Quantity,Operation,EngID,HRI / MRV,Unit test time,Retest rate
PTPB5TPI201,43 4PLH2V E B,,6248,AE,,400,100
PTPB5TPI202,43 4PLH2V E B,,6248,AE,,400,100
PTPB5TPI203,43 4PLH2V E B,,6248,AE,,400,100
PTPB5TPI204,43 4PLH2V E B,,6248,AE,,400,100
PTPB5TPI205,43 4PLH2V E B,,6248,AE,,400,100
PTPB5TPI206,43 4PLH2V E B,,6248,AE,,400,100
PTPB5TPI401,43 4PLH4V E B,,6248,AE,,400,100
PTPB5TPI501,43 4PLH5V E B,,6248,AE,,400,100
